V1	sum
k101_112622	297
k101_11264	460
k101_112654	317
k101_11266	981
k101_112666	35
k101_112671	128
k101_112681	108
k101_112683	499
k101_1127	60
k101_112701	6922
k101_112720	94
k101_112743	30
k101_112747	78
k101_11276	1745
k101_112761	728
k101_112765	136
k101_112768	82
k101_112780	82
k101_112783	496
k101_112802	49
k101_112803	78
k101_112808	54
k101_112816	88
k101_112819	74
k101_112820	215
k101_112840	250
k101_112852	1112
k101_112857	85
k101_11287	22
k101_112877	82
k101_112881	31
k101_112884	72
k101_1129	109
k101_112904	204
k101_112913	143
k101_112927	53
k101_112930	14
k101_112932	198
k101_11294	12524
k101_112947	36
k101_112955	807
k101_112958	36
k101_112974	57
k101_112975	81
k101_112983	33
k101_112988	469
k101_11299	140
k101_1130	61
k101_113012	88
k101_113014	690
k101_113016	260
k101_113029	5734
k101_113036	46
k101_113038	146
k101_11305	56
k101_113078	157
k101_113080	3714
k101_113086	94
k101_113087	140
k101_113088	57
k101_11309	64
k101_113091	265
k101_113115	74
k101_113126	67
k101_113128	65
k101_113129	242
k101_11313	55
k101_11314	71577
k101_11315	3430
k101_113151	39
k101_113171	63
k101_11319	108
k101_11322	44
k101_11323	65
k101_11324	193
k101_113248	166
k101_113251	1238
k101_113262	100
k101_113280	20
k101_113282	283
k101_113315	189
k101_11333	113
k101_113330	54
k101_11334	71
k101_113353	297
k101_11336	501
k101_113362	27
k101_113377	40
k101_113384	70
k101_11339	1588
k101_113401	87
k101_113405	118
k101_11342	127
k101_113430	106
k101_113435	65
k101_113436	80
k101_11345	59
k101_113460	136
k101_113463	182
k101_11347	105
k101_113472	27
k101_113477	47
k101_11348	566
k101_11350	45
k101_113506	226
k101_113522	30
k101_113527	1066
k101_113532	65
k101_113543	135
k101_113553	93
k101_113576	106
k101_113580	198
k101_113581	82
k101_113586	88
k101_11359	113
k101_113597	677
k101_113611	91
k101_113631	221
k101_113639	496
k101_11364	40
k101_113645	69
k101_11365	70
k101_113661	26
k101_113668	25
k101_113673	111
k101_113674	596
k101_113679	50
k101_11368	67
k101_113683	33
k101_113687	86
k101_113690	121
k101_1137	68
k101_11370	34
k101_11372	241
k101_113728	49
k101_113737	86
k101_11374	285
k101_11377	70
k101_113770	128
k101_113773	136
k101_113777	126
k101_113783	349
k101_113785	65
k101_113787	11484
k101_113801	79424
k101_113802	364
k101_113804	910
k101_113812	5155
k101_113841	5161
k101_113858	118
k101_11387	238
k101_11388	93
k101_113888	209
k101_113897	120
k101_113898	12820
k101_1139	42
k101_113900	140
k101_113909	25
k101_113913	355
k101_113918	35
k101_113919	42
k101_113930	32
k101_113932	69
k101_113933	102
k101_113936	407
k101_113944	72
k101_113953	82
k101_113957	103
k101_113962	88
k101_113963	76
k101_113965	104
k101_11398	178
k101_113981	64
k101_11399	40
k101_114008	148261
k101_114011	99
k101_114013	40
k101_11403	40
k101_114034	24
k101_114052	135
k101_114070	160
k101_114081	25
k101_114110	1141
k101_114117	468
k101_114121	170
k101_114139	104
k101_11414	99
k101_114147	330
k101_114158	24
k101_114170	227
k101_114173	40
k101_114181	741
k101_11421	193
k101_114234	5384
k101_114246	52
k101_114256	120
k101_114259	115
k101_11426	46
k101_114267	78
k101_114273	71
k101_114278	93
k101_114291	5856
k101_114304	68
k101_114305	43
k101_114306	91
k101_114307	126
k101_114311	206
k101_114326	106
k101_114327	79
k101_114331	61
k101_114337	517
k101_114341	89
k101_114342	59
k101_11435	112
k101_114376	60
k101_1144	259
k101_114407	120
k101_114423	94
k101_114428	5368
k101_114443	98
k101_11445	365
k101_114460	836
k101_114469	118
k101_11447	151
k101_114475	72
k101_114476	406
k101_114483	61
k101_114487	256
k101_1145	56
k101_11450	54
k101_114500	59
k101_114505	406
k101_114508	137
k101_11451	67
k101_114514	143
k101_114515	24
k101_114516	97
k101_114526	113
k101_114528	88
k101_114540	44
k101_114554	176
k101_114577	36
k101_114580	573
k101_114617	113
k101_114618	109
k101_114633	260
k101_114648	102
k101_114670	2617
k101_11468	1106
k101_114688	55
k101_114698	44
k101_114702	101
k101_114703	45
k101_114706	169
k101_114707	114
k101_114714	661
k101_114720	43
k101_114732	104
k101_114738	62
k101_11474	219
k101_11476	1094
k101_114765	69
k101_114775	24
k101_114778	93
k101_114784	177
k101_11479	12268
k101_114805	83
k101_114808	49
k101_11481	29
k101_114814	40
k101_11482	257
k101_114828	92
k101_114836	119
k101_11484	101
k101_114841	69
k101_114842	62
k101_114858	204
k101_114879	49
k101_11488	43
k101_114885	110
k101_114902	23
k101_114905	272
k101_11491	52
k101_114927	159
k101_114934	85
k101_114939	39
k101_114940	166
k101_114957	134
k101_114971	109
k101_11499	4686
k101_114990	79
k101_114998	27
k101_114999	114
k101_115	154
k101_115001	66
k101_115009	76
k101_11503	34
k101_115049	42
k101_115062	963
k101_11507	1276
k101_11509	6293
k101_115095	234
k101_115104	227
k101_115112	39
k101_11513	47
k101_115132	149
k101_115133	30
k101_11515	768
k101_115160	2123
k101_115171	137
k101_115178	110
k101_115195	33
k101_11520	619
k101_115217	103
k101_115219	88
k101_115237	293
k101_115245	274
k101_115257	1284
k101_115268	152
k101_115272	71
k101_115292	157
k101_115293	58
k101_115297	55
k101_1153	118
k101_115300	121
k101_115308	26
k101_115322	923
k101_115329	63
k101_11533	54
k101_115339	6054
k101_115340	78
k101_115348	25
k101_115350	75
k101_115360	33
k101_115377	435078
k101_115396	45
k101_1154	857
k101_115414	144
k101_115418	257
k101_115427	122
k101_11544	75
k101_115441	263
k101_11545	37
k101_115458	95
k101_11546	158
k101_115466	36
k101_11547	354
k101_115483	272
k101_1155	377
k101_115515	141
k101_115516	244
k101_11552	249
k101_115521	92
k101_115536	23431
k101_11555	67
k101_11556	51
k101_115563	30
k101_115588	36
k101_1156	137
k101_115605	83
k101_11561	170
k101_115613	45
k101_11562	80
k101_115621	118
k101_11564	318
k101_115648	1097
k101_115663	109
k101_115672	205
k101_115675	35
k101_115693	341
k101_115696	31
k101_11571	5978
k101_115713	179
k101_115715	42
k101_115723	432
k101_115725	109
k101_115728	46
k101_11573	366
k101_115730	158
k101_115742	36
k101_115758	361
k101_115765	113
k101_115768	34
k101_11577	187
k101_115770	46
k101_115777	84
k101_115783	32
k101_115792	131
k101_115806	35
k101_115807	2473
k101_115818	212
k101_11583	120
k101_115838	136
k101_115851	106
k101_115854	58
k101_115867	355
k101_11588	75
k101_115887	172
k101_115893	357
k101_115897	149
k101_1159	97517
k101_11590	367
k101_115907	431
k101_115909	143
k101_115916	219
k101_115927	66
k101_115928	55547
k101_115930	86
k101_115933	186180
k101_115937	37
k101_11594	61
k101_11596	81
k101_115965	154
k101_1160	112
k101_11600	93
k101_116001	53
k101_116012	46873
k101_116016	34023
k101_116017	397
k101_11602	255
k101_116027	3664
k101_116029	138
k101_116033	369
k101_116037	23
k101_116042	90
k101_116060	26
k101_116066	228
k101_116070	566
k101_116077	212
k101_116082	61
k101_116085	62
k101_11609	428
k101_11611	2135
k101_11613	996
k101_116133	128
k101_116154	255
k101_116157	687
k101_116171	307
k101_116174	247
k101_116177	87
k101_11618	230
k101_116182	100
k101_116189	26
k101_116243	177
k101_116246	160
k101_116247	152
k101_116252	405
k101_116293	36
k101_116294	62
k101_116306	135
k101_116312	147
k101_11632	124
k101_116321	250
k101_11633	342
k101_11634	502
k101_11635	172
k101_116355	146
k101_116367	36
k101_116372	53
k101_116377	47
k101_116378	111
k101_116379	129
k101_116388	4301
k101_116397	6728
k101_116407	44
k101_11641	718
k101_116425	140
k101_116427	546
k101_11643	180
k101_116431	12178
k101_116470	68
k101_116477	38
k101_11648	2224
k101_116480	33
k101_116483	54
k101_116484	84
k101_116487	6333
k101_116489	121
k101_116500	188
k101_116508	187
k101_11651	53
k101_116515	50
k101_116530	43
k101_116532	109
k101_116536	97
k101_116542	59
k101_116543	40
k101_116560	44
k101_116564	82
k101_116573	100
k101_116577	225
k101_11658	87
k101_11659	40
k101_116594	3916
k101_1166	64
k101_11660	35
k101_116601	45
k101_116608	2084
k101_116617	209
k101_116627	32
k101_11663	48
k101_116635	85
k101_116639	148
k101_116648	122
k101_116649	689
k101_11666	180
k101_116665	166
k101_116684	176
k101_116686	254
k101_116689	330
k101_116703	286
k101_11671	132
k101_116711	1911
k101_116718	127
k101_116729	191
k101_116744	256
k101_116746	21
k101_116749	54
k101_116757	162
k101_116758	53
k101_116768	594
k101_116772	1962
k101_116783	72
k101_116787	111
k101_11680	123
k101_116806	51
k101_116811	75
k101_116812	57
k101_116813	42
k101_116815	80
k101_11682	46526
k101_11687	48
k101_116880	57
k101_116893	82
k101_116894	664
k101_11692	99
k101_116928	190
k101_11693	59
k101_116930	84
k101_116942	24
k101_116948	1217
k101_116954	3118
k101_116974	23
k101_116976	363
k101_11698	22
k101_117	117
k101_117020	158
k101_117028	208
k101_11703	98
k101_117033	247
k101_117039	150
k101_11704	20352
k101_117042	160
k101_117054	55
k101_11707	1417
k101_117070	53
k101_117071	42
k101_117080	121
k101_117083	55
k101_117085	72
k101_117109	161
k101_117111	124
k101_11712	36
k101_117121	140
k101_11713	50
k101_117148	63
k101_11716	360
k101_117161	707
k101_117176	53
k101_1172	84
k101_117202	55
k101_117208	116
k101_117209	323
k101_11721	52
k101_117210	165
k101_117231	66
k101_117242	44
k101_11726	274
k101_11727	459
k101_117330	99
k101_117332	39
k101_117338	109
k101_11735	145
k101_117350	73
k101_117352	101
k101_117362	61
k101_117374	10427
k101_117375	41
k101_117378	91
k101_117395	72
k101_117400	86
k101_11741	941
k101_117411	34640
k101_117413	62
k101_117416	35
k101_117448	100
k101_117456	14210
k101_11748	28
k101_117500	442
k101_117526	41
k101_117527	40
k101_117529	55
k101_11753	56
k101_117533	117
k101_117541	66
k101_11755	166
k101_117550	3199
k101_11756	53
k101_11758	157098
k101_117585	39
k101_117593	137
k101_11760	136
k101_117600	67
k101_11761	369
k101_11762	109
k101_117621	42
k101_117625	2857
k101_11764	334
k101_117651	268
k101_117657	133
k101_117660	32
k101_117661	2047
k101_117666	58
k101_117668	2843
k101_117670	50
k101_11768	32
k101_117697	42
k101_117712	107
k101_117721	95
k101_11774	95
k101_117756	293
k101_117762	128
k101_117790	400
k101_117794	45
k101_11781	402
k101_117811	116
k101_11783	46
k101_117837	20
k101_117848	36
k101_117871	39738
k101_11788	6419
k101_117888	129
k101_117893	153
k101_11791	94
k101_117914	224
k101_117932	72
k101_117942	398
k101_117949	220
k101_117950	124
k101_117952	52
k101_117959	36
k101_117969	119
k101_117970	76
k101_11798	228
k101_117982	84
k101_117983	417
k101_117997	128
k101_117999	28
k101_118010	403
k101_11803	55
k101_118033	142
k101_11804	39
k101_118048	329
k101_118059	259
k101_118063	89
k101_118067	27
k101_118082	48
k101_118093	147
k101_11814	55
k101_11815	212
k101_118151	532
k101_118154	47
k101_11817	386445
k101_118179	7179
k101_11818	69
k101_11819	456
k101_118191	25303
k101_118198	271
k101_118207	42
k101_11821	472
k101_118212	213
k101_11822	96
k101_118255	54
k101_11829	224
k101_118295	22
k101_118300	36
k101_118316	132
k101_118322	20
k101_118355	199
k101_118375	65
k101_118379	44
k101_11838	1718
k101_118383	46
k101_118387	39
k101_118389	263
k101_1184	264
k101_118409	5972
k101_11844	112
k101_118461	95
k101_118466	3933
k101_118467	61
k101_118479	183
k101_11848	1148
k101_118485	71
k101_118504	42
k101_11851	810
k101_118513	92
k101_118528	31
k101_11853	53
k101_118574	41
k101_118576	78
k101_118593	153
k101_118597	45
k101_11860	53
k101_118629	161
k101_118655	203
k101_118668	268
k101_11867	80
k101_118682	1912
k101_118688	88
k101_118697	488
k101_118702	105
k101_11871	84
k101_118711	1107
k101_118714	40
k101_118722	315
k101_118723	369
k101_118748	83
k101_118756	33
k101_118760	119
k101_118786	68
k101_118792	35
k101_118817	196
k101_118818	31
k101_118827	1246
k101_11883	66
k101_118833	3169
k101_118846	128
k101_118859	67
k101_118877	3167
k101_118880	139
k101_118891	1447
k101_118903	305
k101_118905	65
k101_118919	109
k101_11892	104
k101_118924	173
k101_118927	39
k101_118932	197
k101_11896	6072
k101_118967	3749
k101_118980	481
k101_118985	90
k101_118996	175
k101_119003	43
k101_119015	67
k101_119018	298
k101_119019	92
k101_119048	84
k101_11905	41
k101_119053	369
k101_119058	25
k101_119073	106
k101_119091	36
k101_119099	62
k101_1191	3300
k101_119163	46
k101_119169	766
k101_119171	2708
k101_119175	44
k101_119177	71
k101_11918	146
k101_119182	246
k101_11919	494
k101_119201	82
k101_119205	63
k101_119213	22
k101_119224	31
k101_11923	75
k101_119233	53
k101_119238	91
k101_11924	32
k101_11926	30
k101_119260	83
k101_119266	209
k101_119269	51
k101_119271	97
k101_119274	72
k101_119279	1054
k101_119280	183
k101_11929	80
k101_1193	81
k101_119307	378
k101_119355	133
k101_119369	256
k101_11937	281
k101_119376	13213
k101_119383	109
k101_119391	30
k101_119397	95
k101_119430	3072
k101_11944	129
k101_119457	30
k101_11949	59
k101_1195	117
k101_11951	29
k101_119513	91
k101_11952	51558
k101_119522	110
k101_119527	43
k101_119547	498
k101_11955	320
k101_119554	131
k101_119558	117641
k101_119569	59
k101_119574	254
k101_119579	202
k101_119584	43849
k101_119596	24
k101_119599	120
k101_1196	442
k101_119604	27
k101_119617	153
k101_119625	337
k101_119637	172
k101_119644	112
k101_119648	40
k101_119652	25
k101_11966	80
k101_119671	115
k101_119687	112
k101_119696	19904
k101_11971	369
k101_119726	169
k101_119728	43
k101_119744	23
k101_119748	207
k101_119762	32
k101_119764	19
k101_11978	1987
k101_119790	37
k101_119798	76
k101_119802	62
k101_119805	918
k101_119811	30
k101_119824	114
k101_119834	229
k101_119835	184
k101_119848	7342
k101_119855	71
k101_119859	40
k101_119864	66
k101_119865	54
k101_119869	17
k101_119879	62
k101_11988	133
k101_119880	252
k101_119893	2540
k101_119897	5740
k101_119904	172
k101_119913	106
k101_119920	424
k101_119929	123
k101_119932	135
k101_11995	50
k101_11996	378
k101_119961	156
k101_11997	99
k101_119970	74
k101_119986	25
k101_119987	56
k101_12001	104
k101_120018	29
k101_12002	10327
k101_120020	27
k101_12003	56
k101_120038	36
k101_12006	135
k101_120060	70
k101_12008	248
k101_12009	145
k101_120090	28
k101_120099	131
k101_12010	79
k101_120116	80
k101_12013	272
k101_120136	42
k101_120137	74
k101_120145	166
k101_120149	342
k101_12015	44
k101_120156	189
k101_120157	48
k101_120170	12681
k101_120172	91
k101_120195	227
k101_12020	62874
k101_120201	56
k101_120203	95
k101_120217	196
k101_120219	18
k101_120231	85
k101_120236	1436
k101_120243	37
k101_120246	33
k101_120247	75
k101_120263	127
k101_120264	2587
k101_1203	214
k101_12030	178
k101_120304	45
k101_12031	46
k101_120312	203
k101_12033	2702
k101_120348	314
k101_120350	43
k101_120351	24
k101_120356	2658
k101_120360	204
k101_120366	925
k101_12037	110
k101_120376	63
k101_120385	84
k101_120387	355
k101_12039	334
k101_120399	157
k101_120416	43
k101_120418	111
k101_120434	164
k101_120449	32
k101_120467	42
k101_12047	52
k101_120470	237
k101_12050	131
k101_120510	1200
k101_12054	184
k101_120564	214
k101_120565	99
k101_120574	80
k101_12058	308
k101_120582	175
k101_120589	382
k101_12060	36
k101_12061	1422
k101_12062	177
k101_120623	48
k101_12063	316
k101_120639	398
k101_12064	107
k101_120648	145
k101_120656	1963
k101_120679	225
k101_120691	341
k101_1207	48
k101_120703	101
k101_120723	72
k101_120727	129
k101_120733	45
k101_120738	2520
k101_120739	149
k101_12074	3637
k101_120747	64
k101_12076	545
k101_120762	27
k101_120788	295
k101_120791	154
k101_120792	116
k101_120796	104
k101_1208	94
k101_120819	32
k101_120828	84
k101_12085	88
k101_120858	40
k101_120865	46
k101_120874	438
k101_120884	11029
k101_120889	501
k101_120898	75
k101_120904	19598
k101_12092	186
k101_120922	78
k101_12095	166
k101_120956	41
k101_120961	582
k101_120974	51
k101_1210	333
k101_121001	50
k101_121010	510
k101_121015	54
k101_121018	110
k101_12103	93
k101_12105	292
k101_121078	68
k101_12108	385
k101_121084	507
k101_121088	297
k101_121099	524
k101_121112	472
k101_121113	42
k101_121116	34
k101_121127	35
k101_12113	122
k101_121131	525
k101_121153	254
k101_121181	403
k101_12119	287
k101_12120	73
k101_12121	4600
k101_121211	1880
k101_121214	49
k101_12124	77
k101_121248	415
k101_121265	127
k101_12127	67
k101_121275	103
k101_121280	20371
k101_121283	139
k101_121289	89
k101_121291	61
k101_121293	44
k101_121301	24
k101_121308	458
k101_12131	65
k101_121316	30
k101_121317	66
k101_121318	192
k101_12133	306
k101_121331	69
k101_121342	227
k101_121358	132
k101_121365	55
k101_121373	368
k101_121376	126681
k101_121402	41
k101_121407	50
k101_121409	1923
k101_121410	9384
k101_121425	45
k101_121429	315
k101_12143	2295
k101_121440	161
k101_121446	420
k101_121452	278
k101_12146	36
k101_121464	66
k101_12147	79
k101_121471	227
k101_121482	174
k101_121487	38
k101_121538	70
k101_12154	27
k101_121542	406
k101_121551	68
k101_121555	261
k101_12156	852
k101_121566	67
k101_121584	23
k101_121587	84
k101_12159	48
k101_121591	140
k101_121593	159
k101_121598	49
k101_121601	405
k101_12161	314
k101_121610	220
k101_12162	978
k101_121629	143
k101_121637	252
k101_12164	15088
k101_121640	138
k101_121641	27
k101_121647	764
k101_121653	29
k101_121654	532
k101_121656	37
k101_121657	49
k101_121664	28
k101_121677	71
k101_121680	103
k101_12170	92
k101_121709	124
k101_12171	40854
k101_121711	5552
k101_121712	138
k101_121716	272
k101_121733	74
k101_121739	151
k101_12175	77
k101_121754	88
k101_121760	60
k101_121779	290
k101_121800	151
k101_121802	49
k101_121805	620
k101_121819	75
k101_12182	204
k101_121820	327
k101_121827	36
k101_121831	73
k101_121835	94
k101_12185	46
k101_121871	3741
k101_121877	67
k101_121894	41
k101_121896	83
k101_121897	466
k101_12191	375
k101_121912	193
k101_121915	144
k101_121919	35
k101_12192	158
k101_121927	154
k101_12193	182
k101_121936	111
k101_121937	42
k101_121945	168
k101_121946	404
k101_121957	130
k101_121967	237
k101_121968	84
k101_121979	122
k101_12199	459
k101_121999	156
k101_122034	54
k101_122041	93
k101_122042	57
k101_122043	198
k101_12205	129
k101_122084	178
k101_122090	22
k101_122104	144
k101_12211	66
k101_122115	21
k101_12213	20
k101_122135	164
k101_122145	103
k101_122159	177
k101_12216	21
k101_122162	327
k101_122175	343
k101_122181	517
k101_122182	102
k101_122198	72
k101_1222	4088
k101_12221	406
k101_122227	5221
k101_12223	209
k101_122237	146
k101_122245	82
k101_122248	39
k101_122252	108
k101_122267	209
k101_122273	190
k101_122277	60
k101_12228	188
k101_122284	43
k101_12230	1374
k101_122307	66
k101_122330	220
k101_122333	84
k101_122337	33
k101_122339	232
k101_122341	1618
k101_122347	91
k101_122355	169
k101_122373	105
k101_122379	37
k101_122383	166
k101_1224	39
k101_122408	67
k101_12242	140
k101_122435	229
k101_122439	45
k101_122450	44
k101_122460	158
k101_122477	73
k101_122480	12010
k101_122495	468
k101_122502	45
k101_122540	17258
k101_122546	942
k101_12255	36
k101_122551	122
k101_122555	48
k101_12257	348
